Question,Options,Correct Answer,Model Answer,Is Correct,Reasoning
"A 5-year-old girl is brought to the clinic by her mother for excessive hair growth. Her mother reports that for the past 2 months she has noticed hair at the axillary and pubic areas. She denies any family history of precocious puberty and reports that her daughter has been relatively healthy with an uncomplicated birth history. She denies any recent illnesses, weight change, fever, vaginal bleeding, pain, or medication use. Physical examination demonstrates Tanner stage 4 development. A pelvic ultrasound shows an ovarian mass. Laboratory studies demonstrates an elevated level of estrogen. What is the most likely diagnosis?","{'A': 'Granulosa cell tumor', 'B': 'Idiopathic precocious puberty', 'C': 'McCune-Albright syndrome', 'D': 'Sertoli-Leydig tumor'}",A,A,True,"We are given a clinical scenario: 5-year-old girl, excessive hair growth, Tanner stage 4 development (precocious puberty). Pelvic ultrasound shows an ovarian mass. Elevated estrogen. Most likely diagnosis? Options: A. Granulosa cell tumor, B. Idiopathic precocious puberty, C. McCune-Albright syndrome, D. Sertoli-Leydig tumor.

We need to identify the cause of precocious puberty in a girl with an ovarian mass and elevated estrogen.

Precocious puberty can be central (gonadotropin-dependent) or peripheral (gonadotropin-independent). Here we have an ovarian mass and elevated estrogen, suggesting peripheral precocious puberty due to an estrogen-secreting tumor.

Granulosa cell tumors are estrogen-secreting ovarian tumors. They can cause precocious puberty in children. Sertoli-Leydig tumors are typically androgen-secreting, leading to virilization, not elevated estrogen and Tanner stage 4 breast development? Tanner stage 4 includes breast development and pubic hair. But the question says ""excessive hair growth"" and Tanner stage 4. Wait: Tanner staging: In girls, Tanner stages include breast development (thelarche) and pubic hair (pubarche). ""Excessive hair growth at axillary and pubic areas"" suggests pubarche. Tanner stage 4 development means both breast and pubic hair are advanced. Elevated estrogen suggests estrogen effect. Granulosa cell tumor secretes estrogen. Sertoli-Leydig tumor secretes androgens. McCune-Albright syndrome presents with café-au-lait spots, fibrous dysplasia, and precocious puberty, but it doesn't typically present with an ovarian mass; it can have ovarian cysts. Idiopathic precocious puberty is central, no ovarian mass. So most likely is Granulosa cell tumor.

Thus answer is A."
"A 16-year-old boy is brought to the physician by his mother because she is worried about his behavior. Yesterday, he was expelled from school for repeatedly skipping classes. Over the past 2 months, he was suspended 3 times for bullying and aggressive behavior towards his peers and teachers. Once, his neighbor found him smoking cigarettes in his backyard. In the past, he consistently maintained an A grade average and had been a regular attendee of youth group events at their local church. The mother first noticed this change in behavior 3 months ago, around the time at which his father moved out after discovering his wife was having an affair. Which of the following defense mechanisms best describes the change in this patient's behavior?","{'A': 'Acting out', 'B': 'Projection', 'C': 'Passive aggression', 'D': 'Regression'}",A,A,True,"We are asked: ""A 16-year-old boy is brought to the physician by his mother because she is worried about his behavior. Yesterday, he was expelled from school for repeatedly skipping classes. Over the past 2 months, he was suspended 3 times for bullying and aggressive behavior towards his peers and teachers. Once, his neighbor found him smoking cigarettes in his backyard. In the past, he consistently maintained an A grade average and had been a regular attendee of youth group events at their local church. The mother first noticed this change in behavior 3 months ago, around the time at which his father moved out after discovering his wife was having an affair. Which of the following defense mechanisms best describes the change in this patient's behavior? Options: A. Acting out, B. Projection, C. Passive aggression, D. Regression.""

We need to identify the defense mechanism exhibited by the 16-year-old boy. The timeline: 3 months ago, father moved out due to mother's affair. Since then, the boy's behavior changed from A grades and church youth group to skipping classes, bullying, aggression, and smoking. Defense mechanisms: 
- Acting out: expressing unconscious emotional conflicts or feelings in actions rather than words. The person behaves in a way that is often disruptive or attention-seeking, reflecting inner turmoil. 
- Projection: attributing one's own unacceptable feelings or impulses to someone else.
- Passive aggression: indirectly expressing aggression through passivity, e.g., procrastination, stubbornness, sullenness, or intentional inefficiency.
- Regression: reverting to an earlier stage of development in response to stress (e.g., bedwetting, childish behaviors).

The boy's change involves aggressive, rule-breaking, antisocial behaviors (skipping class, bullying, smoking). This is acting out—expressing his distress over the family situation (father leaving, mother's affair) through disruptive actions. He is not projecting (no indication he is accusing others of his own thoughts). He is not passive aggressive (he is actively aggressive, not indirectly). He is not regressing to childlike behaviors (he is engaging in adolescent rebellious acts, not earlier developmental behaviors like clinging or bedwetting).

Thus the best answer is A. Acting out."
"A 63-year-old woman presents to her primary-care doctor for a 2-month history of vision changes, specifically citing the gradual onset of double vision. Her double vision is present all the time and does not get better or worse throughout the day. She has also noticed that she has a hard time keeping her right eye open, and her right eyelid looks 'droopy' in the mirror. Physical exam findings during primary gaze are shown in the photo. Her right pupil is 6 mm and poorly reactive to light. The rest of her neurologic exam is unremarkable. Laboratory studies show an Hb A1c of 5.0%. Which of the following is the next best test for this patient?","{'A': 'Direct fundoscopy', 'B': 'Intraocular pressures', 'C': 'MR angiography of the head', 'D': 'Temporal artery biopsy'}",C,C,True,"We are given a medical question. We need to analyze the scenario and determine the next best test.

Patient: 63-year-old woman.
Symptoms: 2-month history of gradual onset double vision (diplopia), constant, not fluctuating. Difficulty keeping right eye open, right eyelid ""droopy"" (ptosis). Exam: right pupil is 6 mm and poorly reactive to light (mydriasis, poor reactivity). Neurologic exam otherwise unremarkable. HbA1c 5.0% (normal, rules out diabetes as a cause of microvascular cranial nerve palsy).

The photo mentioned: ""Physical exam findings during primary gaze are shown in the photo."" We don't have the photo, but the description indicates: right ptosis, and probably the eye is deviated ""down and out"" (indicating oculomotor nerve palsy). The pupil is dilated and poorly reactive.

This is a classic presentation of a third cranial nerve (oculomotor) palsy. The key is whether it's ""pupil-sparing"" or ""pupil-involved."" Pupil-involved third nerve palsy suggests a compressive lesion (e.g., posterior communicating artery aneurysm) until proven otherwise, because the parasympathetic pupillomotor fibers run on the outside of the nerve and are susceptible to compression. Microvascular ischemic third nerve palsy (e.g., from diabetes or hypertension) usually spares the pupil. Here, the pupil is 6 mm and poorly reactive, so it's pupil-involved. Also, HbA1c is normal, making diabetic microvascular cause less likely. Therefore, we need to rule out an aneurysm compressing the third nerve.

What is the next best test? Options:
A. Direct fundoscopy - might see something but not the best for suspected aneurysm.
B. Intraocular pressures - checking for glaucoma? Not indicated for third nerve palsy.
C. MR angiography of the head - imaging to look for aneurysm. Usually CTA or MRA is the next step to evaluate for posterior communicating artery aneurysm. Some might say CT angiography or MR angiography or conventional angiography. MR angiography is a non-invasive way to look for aneurysm.
D. Temporal artery biopsy - for giant cell arteritis. Could cause diplopia, but typically other symptoms (headache, jaw claudication, elevated ESR/CRP), and pupil involvement? Not typical.

So C is the answer."
"An investigator is studying the modification of newly formed polypeptides in plated eukaryotic cells. After the polypeptides are released from the ribosome, a chemically-tagged protein attaches covalently to lysine residues on the polypeptide chain, forming a modified polypeptide. When a barrel-shaped complex is added to the cytoplasm, the modified polypeptide lyses, resulting in individual amino acids and the chemically-tagged proteins. Which of the following post-translational modifications has most likely occurred?","{'A': 'Glycosylation', 'B': 'Phosphorylation', 'C': 'Carboxylation', 'D': 'Ubiquitination'}",D,D,True,"We are given a medical question: ""An investigator is studying the modification of newly formed polypeptides in plated eukaryotic cells. After the polypeptides are released from the ribosome, a chemically-tagged protein attaches covalently to lysine residues on the polypeptide chain, forming a modified polypeptide. When a barrel-shaped complex is added to the cytoplasm, the modified polypeptide lyses, resulting in individual amino acids and the chemically-tagged proteins. Which of the following post-translational modifications has most likely occurred? Options: A. Glycosylation, B. Phosphorylation, C. Carboxylation, D. Ubiquitination""

We need to identify the post-translational modification described. Key elements:
- Newly formed polypeptides.
- A chemically-tagged protein attaches covalently to lysine residues.
- Then a barrel-shaped complex is added (proteasome is barrel-shaped).
- The modified polypeptide lyses (degrades) into individual amino acids.
- The chemically-tagged proteins are released intact (recycled).

This is the classic description of ubiquitination: ubiquitin (a small protein) is covalently attached to lysine residues on target proteins, marking them for degradation by the proteasome (a barrel-shaped complex). The proteasome degrades the target protein into amino acids, but ubiquitin is released and reused.

Glycosylation: addition of sugars. Phosphorylation: addition of phosphate groups. Carboxylation: addition of carboxyl groups. None of these target proteins for degradation by the proteasome.

Therefore, the answer is Ubiquitination.

Answer: D"
"A 38-year-old man presents to his physician with double vision persisting for a week. When he enters the exam room, the physician notes that the patient has a broad-based gait. The man’s wife informs the doctor that he has been an alcoholic for the last 5 years and his consumption of alcohol has increased significantly over the past few months. She also reports that he has become indifferent to his family members over time and is frequently agitated. She also says that his memory has been affected significantly, and when asked about a particular detail, he often recollects it incorrectly, though he insists that his version is the true one. On physical examination, his vital signs are stable, but when the doctor asks him where he is, he seems to be confused. His neurological examination also shows nystagmus. Which of the following options describes the earliest change in the pathophysiology of the central nervous system in this man?","{'A': 'Decreased α-ketoglutarate dehydrogenase activity in astrocytes', 'B': 'Increased extracellular concentration of glutamate', 'C': 'Increased astrocyte lactate', 'D': 'Breakdown of the blood-brain barrier'}",A,A,True,"We are asked: ""Which of the following options describes the earliest change in the pathophysiology of the central nervous system in this man?""

The clinical scenario:
- 38-year-old man, double vision for a week, broad-based gait.
- History of alcoholism for 5 years, increased alcohol consumption recently.
- Indifference to family, agitated, memory significantly affected, confabulation (recollects incorrectly, insists true).
- On exam: confused to place, nystagmus.
- Vitally stable.

This is classic Wernicke encephalopathy (WE) and Korsakoff syndrome? The presentation includes triad: confusion, ataxia (broad-based gait), ophthalmoplegia (double vision, nystagmus). History of alcoholism, confabulation, memory issues. This is Wernicke-Korsakoff syndrome due to thiamine (vitamin B1) deficiency.

Pathophysiology: Thiamine deficiency leads to decreased activity of thiamine-dependent enzymes, especially α-ketoglutarate dehydrogenase (α-KGDH) in the Krebs cycle, transketolase in pentose phosphate pathway, and pyruvate dehydrogenase. In the CNS, the earliest change in thiamine deficiency is often described as decreased α-ketoglutarate dehydrogenase activity leading to decreased ATP, glutamate accumulation, etc. But specifically ""earliest change"" among the options:
A. Decreased α-ketoglutarate dehydrogenase activity in astrocytes
B. Increased extracellular concentration of glutamate
C. Increased astrocyte lactate
D. Breakdown of the blood-brain barrier

Thiamine deficiency: Thiamine pyrophosphate is a cofactor for α-KGDH, pyruvate dehydrogenase, transketolase. Decreased α-KGDH activity is a key early biochemical change. This leads to decreased oxidative metabolism, accumulation of lactate, and eventually glutamate excitotoxicity due to impaired astrocyte glutamate uptake? Or increased extracellular glutamate? The earliest biochemical change might be decreased α-KGDH activity. But is it in astrocytes? Astrocytes are affected; they swell, etc. Some literature says earliest change in thiamine deficiency is decreased α-KGDH activity. However, let's check standard pathology: In Wernicke encephalopathy, the earliest histopathologic changes are seen in astrocytes (swelling), and biochemical changes include decreased α-KGDH. Also, blood-brain barrier breakdown is later? Increased extracellular glutamate is a consequence of decreased metabolism and impaired uptake. Lactate increase might also occur due to anaerobic metabolism.

Recall classic USMLE/medical school teaching: In thiamine deficiency, there is decreased activity of α-ketoglutarate dehydrogenase and transketolase. The earliest biochemical change is decreased α-KGDH activity. The question asks ""earliest change in the pathophysiology of the central nervous system"". Option A states: ""Decreased α-ketoglutarate dehydrogenase activity in astrocytes"". Option B: ""Increased extracellular concentration of glutamate"" - this is thought to cause excitotoxicity, but it's a downstream effect. Option C: ""Increased astrocyte lactate"" - also downstream. Option D: ""Breakdown of the blood-brain barrier"" - later change, causing vasogenic edema.

I think A is the most direct, earliest enzymatic defect. Thiamine deficiency causes reduced activity of thiamine-dependent enzymes directly. α-KGDH is very sensitive to thiamine deficiency.

Confirming from standard texts: In Wernicke-Korsakoff syndrome, thiamine deficiency leads to decreased α-ketoglutarate dehydrogenase activity, which results in impaired ATP synthesis, glutamate accumulation, and lactate increase. Astrocytes are primary targets because they have high levels of these enzymes? Some research: ""Decreased α-ketoglutarate dehydrogenase activity in astrocytes is the earliest biochemical change.""

Therefore, the answer is likely A.

Let's double-check if there's any nuance: Sometimes, ""increased extracellular glutamate"" is thought to be the key mechanism of neuronal damage, but the earliest change is decreased α-KGDH. Also, α-KGDH is a thiamine-dependent enzyme; its decreased activity is the direct result of thiamine deficiency. So A."
"A 69-year-old man is brought by his son to the emergency department with weakness in his right arm and leg. The man insists that he is fine and blames his son for ""creating panic"". Four hours ago the patient was having tea with his wife when he suddenly dropped his teacup. He has had difficulty moving his right arm since then and cannot walk because his right leg feels stuck. He has a history of hypertension and dyslipidemia, for which he currently takes lisinopril and atorvastatin, respectively. He is allergic to aspirin and peanuts. A computerized tomography (CT) scan shows evidence of an ischemic stroke. Which medication would most likely prevent such attacks in this patient in the future?","{'A': 'Alteplase', 'B': 'Urokinase', 'C': 'Celecoxib', 'D': 'Clopidogrel'}",D,D,True,"We need to analyze the medical question: A 69-year-old man with right-sided weakness, sudden onset 4 hours ago while drinking tea. History of hypertension, dyslipidemia. Takes lisinopril, atorvastatin. Allergic to aspirin. CT shows ischemic stroke. Question: which medication would most likely prevent such attacks in this patient in the future? Options: Alteplase, Urokinase, Celecoxib, Clopidogrel.

Alteplase is a thrombolytic used for acute ischemic stroke within a time window (usually up to 4.5 hours). It treats the acute event but does not prevent future attacks; it's not a long-term preventive medication.

Urokinase is also a thrombolytic, not used for secondary prevention.

Celecoxib is a COX-2 selective NSAID, used for pain/inflammation, not for stroke prevention. It might actually increase cardiovascular risk.

Clopidogrel is an antiplatelet agent, used for secondary prevention of ischemic stroke, especially in patients who cannot take aspirin. Given he is allergic to aspirin, clopidogrel is the standard of care for secondary stroke prevention.

Therefore, the answer is D. Clopidogrel."
A 70-year-old man presents to a medical clinic reporting blood in his urine and lower abdominal pain for the past few days. He is also concerned about urinary frequency and urgency. He states that he recently completed a cycle of chemotherapy for non-Hodgkin lymphoma. Which medication in the chemotherapy regimen most likely caused his symptoms?,"{'A': 'Methotrexate', 'B': 'Rituximab', 'C': 'Cyclophosphamide', 'D': 'Prednisone'}",C,C,True,"We are asked: ""A 70-year-old man presents with blood in his urine and lower abdominal pain for the past few days. He is also concerned about urinary frequency and urgency. He states that he recently completed a cycle of chemotherapy for non-Hodgkin lymphoma. Which medication in the chemotherapy regimen most likely caused his symptoms?"" Options: A. Methotrexate, B. Rituximab, C. Cyclophosphamide, D. Prednisone.

The symptoms are hematuria (blood in urine), lower abdominal pain, urinary frequency and urgency. This sounds like hemorrhagic cystitis, a known adverse effect of certain chemotherapeutic agents, especially cyclophosphamide and ifosfamide. Cyclophosphamide's metabolite acrolein causes hemorrhagic cystitis. It is commonly used in lymphoma regimens (e.g., CHOP: cyclophosphamide, doxorubicin, vincristine, prednisone). Rituximab is a monoclonal antibody, not known for hemorrhagic cystitis. Methotrexate can cause nephrotoxicity but not typically hemorrhagic cystitis. Prednisone is a corticosteroid. So the answer is Cyclophosphamide."
A 27-year-old man presents to the emergency department after a dog bite. The patient was intoxicated and pulled the dog’s tail while it was eating. The dog belongs to his friend and is back at his friend’s house currently. Physical exam is notable for a dog bite on the patient’s right arm. The wound is irrigated and explored with no retained bodies found. A tetanus vaccination is administered. Which of the following is appropriate management of this patient?,"{'A': 'Administer amoxicillin-clavulanic acid', 'B': 'Administer trimethoprim-sulfamethoxazole', 'C': 'Close the wound with sutures and discharge the patient', 'D': 'Discharge the patient with outpatient follow up'}",A,D,False,"We are asked: ""A 27-year-old man presents to the emergency department after a dog bite. The patient was intoxicated and pulled the dog’s tail while it was eating. The dog belongs to his friend and is back at his friend’s house currently. Physical exam is notable for a dog bite on the patient’s right arm. The wound is irrigated and explored with no retained bodies found. A tetanus vaccination is administered. Which of the following is appropriate management of this patient?""

Options:
A. Administer amoxicillin-clavulanic acid
B. Administer trimethoprim-sulfamethoxazole
C. Close the wound with sutures and discharge the patient
D. Discharge the patient with outpatient follow up

We need to determine the most appropriate management. Dog bites are common, and management involves wound care, tetanus prophylaxis, rabies prophylaxis if indicated, and antibiotics. The question mentions the dog is known (friend's dog), and it's back at the friend's house. The dog was provoked (pulled tail while eating). The wound is cleaned, explored, no foreign bodies. Tetanus given. Now we need to decide on antibiotics and wound closure.

Guidelines for dog bites: 
- Rabies risk: If the dog is known and can be observed, usually no rabies post-exposure prophylaxis is needed unless the dog is rabid or cannot be observed. The dog is back at friend's house, presumably can be observed for 10 days. So rabies vaccine not indicated at this time.
- Antibiotic prophylaxis: Dog bites have risk of infection (Pasteurella multocida, streptococci, staphylococci, anaerobes). Prophylactic antibiotics are recommended for certain bite wounds: deep puncture wounds, bites to hands/genitals/face, immunocompromised patients, wounds requiring closure, etc. However, not all dog bites require prophylactic antibiotics. The question doesn't specify if it's a puncture, laceration, deep, etc. It just says ""dog bite on the patient’s right arm"". The wound is irrigated and explored, no retained bodies. No mention of signs of infection. There's controversy, but many guidelines say routine prophylaxis is not needed for all bite wounds if they are superficial and can be cleaned properly. However, amoxicillin-clavulanate is the first-line antibiotic for prophylaxis/treatment of dog bites. Trimethoprim-sulfamethoxazole does not cover Pasteurella.
- Wound closure: Primary closure of dog bite wounds? Bite wounds are often left open or closed loosely due to infection risk. Especially if not on the face. Usually, wounds to the face may be closed primarily, but others are often allowed to heal by secondary intention. Option C says ""Close the wound with sutures and discharge the patient"" – this might not be appropriate because dog bites on extremities are often not closed primarily due to high infection risk.
- Option D: Discharge with outpatient follow-up. Could be appropriate if no antibiotics needed and wound not closed. But is antibiotic prophylaxis indicated?

Let's think about standard algorithms. For a provoked bite by a known dog that can be observed, and the wound is on an arm (not high risk like hand or face?), and it's cleaned. The patient is otherwise healthy? We don't know if he's immunocompromised. He's 27, intoxicated. No other PMH. 

Common USMLE teaching: Dog bite prophylaxis: 
- Amoxicillin-clavulanate is given for 3-5 days for high-risk wounds.
- High risk: deep puncture, crush injury, moderate/severe, significant contamination, hand/foot/face/genital area, immunocompromised, asplenic, advanced liver disease, edema, prosthetic joints/valves.
- For low risk, antibiotics may not be needed.
- But many sources say all dog bites should get prophylactic antibiotics? There's varying practice. The IDSA guidelines say not all. But USMLE often tests that prophylaxis is indicated if wound is high risk. If not high risk, wound care and tetanus. 
- Let's examine the question: the wound is ""dog bite on right arm"" - location is arm, not hand. Dog is known and provoked. Wound irrigated, explored, no retained foreign bodies. Tetanus given. What's the next step? Would it be amoxicillin-clavulanate? Or just discharge? 
- Also consider that the patient was intoxicated and pulled the dog's tail. He might not be reliable.

Maybe the key is that amoxicillin-clavulanate is the antibiotic of choice if prophylaxis is indicated, and TMP-SMX is not adequate (doesn't cover Pasteurella). So B is wrong. C is wrong because primary closure of a dog bite on the arm is not recommended. So between A and D, which is correct? If the wound is considered low risk, no antibiotics are needed, so D. If it's high risk or if prophylaxis is generally recommended, then A.

Looking at guidelines: ""Prophylactic antibiotics are not routinely recommended for dog bite wounds unless they are at high risk for infection (e.g., puncture wounds, wounds to hands/genitals/face, wounds in immunocompromised patients, wounds requiring surgical repair)."" The wound here is on the arm, not specifically described as puncture. It was irrigated and explored. No retained bodies. So it might be low risk. In that case, no antibiotics, discharge with follow-up.

But many USMLE resources say: ""Antibiotic prophylaxis for dog/cat bites: Amoxicillin-clavulanate is indicated for high-risk bites; not all bites need prophylaxis."" So D could be correct. However, sometimes they want you to give prophylactic antibiotics for all bite wounds? Let's check typical UWorld/AMBOSS approaches. Often, if a bite is from a dog, and it's on an extremity, and it's not grossly infected, they do not give prophylactic antibiotics. They just clean and give tetanus. If it's a cat bite, they give antibiotics because high puncture risk. Dog bites are more crushing/tearing, less infection risk than cat bites. So D is likely.

But wait: could ""arm"" include hand? ""right arm"" usually means upper extremity. Hand is part of arm? They might specify hand if they meant hand. Usually arm means proximal to wrist.

Also, rabies: dog is known and can be observed, no rabies PEP needed.

Tetanus given.

Is there any reason to close the wound? Suturing non-facial dog bites is generally avoided due to infection risk. So C is wrong.

Therefore, the most appropriate management is D? Or A? Let's recall standard USMLE question patterns. A similar question: a patient with a dog bite on the leg, cleaned, tetanus given, dog known and can be observed. What next? Discharge. If it were a cat bite, amoxicillin-clavulanate. If it were a human bite, amoxicillin-clavulanate. Dog bite low risk: no antibiotics.

But sometimes guidelines say to give prophylactic antibiotics for all bites? I'll double-check. UpToDate: ""We recommend antibiotic prophylaxis for patients with bite wounds that are at high risk for infection, such as those that are deep, puncture wounds, crush injuries, wounds involving the hand or face, wounds in immunocompromised patients, or wounds that are closed primarily."" Arm is not hand. So no prophylaxis needed if not high risk. So D.

Thus answer D.

But wait: the patient is intoxicated, maybe compliance or reliability? Not typically a reason for antibiotics.

Also, is there any chance that the dog bite requires rabies PEP? Dog is at friend's house, can be observed. So no.

Therefore, D seems correct.

I'll choose D."
"A 19-year-old woman, accompanied by her parents, presents after a one-week history of abnormal behavior, delusions, and unusual aggression. She denies fever, seizures or illicit drug use. Family history is negative for psychiatric illnesses. She was started on risperidone and sent home with her parents. Three days later, she is brought to the emergency department with fever and confusion. She is not verbally responsive. At the hospital, her temperature is 39.8°C (103.6°F), the blood pressure is 100/60 mm Hg, the pulse rate is 102/min, and the respiratory rate is 16/min. She is extremely diaphoretic and appears stiff. She has spontaneous eye-opening but she is not verbally responsive and she is not following commands. Laboratory studies show:
Sodium 142 mmol/L
Potassium 5.0 mmol/L
Creatinine 1.8 mg/dl
Calcium 10.4 mg/dl
Creatine kinase 9800 U/L
White blood cells 14,500/mm3
Hemoglobin 12.9 g/dl
Platelets 175,000/mm3
Urinalysis shows protein 1+, hemoglobin 3+ with occasional leukocytes and no red blood casts. What is the best first step in the management of this condition?","{'A': 'Intravenous hydration', 'B': 'Paracetamol', 'C': 'Stop risperidone', 'D': 'Switch risperidone to clozapine'}",C,C,True,"We are presented with a 19-year-old woman with acute onset of abnormal behavior, delusions, aggression. Started on risperidone. Three days later presents with fever, confusion, not verbally responsive. Vitals: temp 39.8°C, BP 100/60, HR 102, RR 16. ""Extremely diaphoretic and appears stiff."" Spontaneous eye-opening but not verbally responsive and not following commands. Labs: CK 9800 U/L, creatinine 1.8 mg/dL, WBC 14,500. Urinalysis shows protein 1+, hemoglobin 3+ with occasional leukocytes, no RBC casts.

We need to identify the condition and the best first step in management.

The presentation: young woman on risperidone (antipsychotic). Develops fever, confusion, severe diaphoresis, stiffness, autonomic instability (fever, tachycardia, blood pressure maybe low-normal?), elevated CK, elevated creatinine, WBC elevated. This is highly suggestive of Neuroleptic Malignant Syndrome (NMS). NMS is a life-threatening reaction to antipsychotics (especially typical, but also atypicals like risperidone). Features: hyperthermia, muscle rigidity, autonomic instability, altered mental status, elevated CK. Complications can include rhabdomyolysis leading to acute kidney injury (creatinine 1.8, CK 9800). Urinalysis: hemoglobin 3+ (myoglobinuria from rhabdo), protein. No RBC casts so not glomerulonephritis.

Best first step in management of NMS:
- Stop the offending agent (risperidone) immediately.
- Supportive care: aggressive IV hydration (for rhabdomyolysis and to prevent renal failure), cooling, management of autonomic instability.
- Medications: dantrolene (for muscle rigidity) or bromocriptine (dopamine agonist) may be considered but are not first step. 

Options:
A. Intravenous hydration
B. Paracetamol (acetaminophen for fever)
C. Stop risperidone
D. Switch risperidone to clozapine (another antipsychotic, contraindicated in NMS as antipsychotics should be stopped)

What is the ""best first step""? Clinical management: The most immediate step when NMS is suspected is to stop the neuroleptic agent. However, in many algorithms, ""supportive care including hydration"" is also crucial. But the question asks ""best first step"". Stopping the offending drug is critical and should be done immediately. Some sources say ""stop the drug, then start IV fluids and cooling"". Let's analyze typical exam questions. Often, ""stop the offending agent"" is the correct answer for NMS. But we must see if IV hydration might be considered first because of rhabdomyolysis and acute kidney injury. Actually, stopping the drug is a simple intervention, but does it address the immediate life threats? The immediate life threats in NMS are hyperthermia, rhabdomyolysis, renal failure, cardiovascular collapse. IV hydration is essential to prevent renal failure from myoglobinuria. However, stopping the causative agent is the definitive management step. In multiple-choice questions like USMLE, ""discontinue the antipsychotic"" is typically the first step. Let's check the options: C = Stop risperidone. A = IV hydration. Which is ""best first step""? Many guidelines: 1) Stop the antipsychotic. 2) Supportive care (hydration, cooling). So stop risperidone first. 

But let's double-check. Sometimes they want you to recognize that it's NMS and the first step is to stop the offending drug. But isn't IV hydration also a first step? The question says ""What is the best first step in the management of this condition?"" The condition is NMS. 

Let's think about USMLE style: For NMS, they often ask ""initial management"" which is to stop the drug. If there is rhabdomyolysis with myoglobinuria, aggressive IV fluids. But if both are options, stopping the drug is paramount because continued exposure worsens the condition. 

Wait, could it be Serotonin Syndrome? She's on risperidone alone (no other serotonergic agents mentioned). Serotonin syndrome usually has hyperreflexia, clonus, not just ""stiffness"". Rigidity is more NMS. Also CK massively elevated suggests NMS. 

Another differential: Viral encephalitis? No, the temporal relationship to risperidone initiation is classic.

So it's NMS. 

Management: 
- Discontinue the neuroleptic.
- Aggressive IV fluids for rhabdo and to protect kidneys.
- Cooling for hyperthermia.
- Consider dantrolene or bromocriptine for severe cases.

Between A and C: Which is ""best first step""? Many textbooks say ""the most important step is to stop the drug"". But others emphasize ""aggressive hydration is the first step to prevent renal failure"". Let's see. In a patient with CK 9800 and Cr 1.8, there is rhabdomyolysis with renal involvement. IV fluids are critical.

But ""Stop risperidone"" is a simple action that can be done immediately, while IV hydration is also immediate. Let's consider the wording: ""best first step"". In many question banks, for NMS they answer ""Discontinue the antipsychotic medication"". For example, UWorld: ""The first step in management is immediate discontinuation of the antipsychotic medication."" Then ""Supportive measures like IV fluids and cooling blankets.""

Also, option D is Switch to clozapine – clozapine can also cause NMS, so no. Paracetamol is not enough for NMS fever.

Thus, C is the most direct answer. 

Let's confirm: The patient has fever, altered mental status, rigidity, autonomic instability, elevated CK. All classic for NMS. The best first step is to stop the offending agent. So answer C."
"A 35-year-old woman comes to the physician because of a 1-month history of double vision, difficulty climbing stairs, and weakness when trying to brush her hair. She reports that these symptoms are worse after she exercises and disappear after she rests for a few hours. Physical examination shows drooping of her right upper eyelid that worsens when the patient is asked to gaze at the ceiling for 2 minutes. There is diminished motor strength in the upper extremities. The remainder of the examination shows no abnormalities. Which of the following is the most likely diagnosis?","{'A': 'Myasthenia gravis', 'B': 'Polymyositis', 'C': 'Amyotrophic lateral sclerosis', 'D': 'Multiple sclerosis'}",A,A,True,"We are given a clinical scenario: A 35-year-old woman with 1-month history of double vision, difficulty climbing stairs, weakness when brushing her hair. Symptoms are worse after exercise and disappear after rest. Physical exam shows drooping of right upper eyelid that worsens when gazing at the ceiling for 2 minutes (this is fatigable ptosis). Diminished motor strength in upper extremities. The rest of the exam is normal.

Key features:
- Fluctuating weakness: worse with exercise, improves with rest.
- Diplopia (double vision).
- Fatigable ptosis (worsening drooping with sustained upward gaze).
- Proximal muscle weakness: difficulty climbing stairs, brushing hair.

These are classic symptoms of Myasthenia gravis (MG). MG is an autoimmune disorder affecting the neuromuscular junction, causing skeletal muscle weakness and fatigability. Ocular symptoms (ptosis, diplopia) are common, and weakness typically worsens with activity and improves with rest.

Let's check other options:
- Polymyositis: inflammatory myopathy causing proximal muscle weakness. Usually not fluctuating with rest/exercise in the same pattern (no fatiguability), ptosis and diplopia are not typical.
- Amyotrophic lateral sclerosis (ALS): motor neuron disease, causing progressive weakness, often with upper and lower motor neuron signs (hyperreflexia, fasciculations, atrophy). No fatiguability, no ptosis/diplopia as prominent early features.
- Multiple sclerosis (MS): demyelinating CNS disease, can cause diplopia (internuclear ophthalmoplegia) and weakness, but usually presents with relapsing-remitting neurological deficits that take days to weeks to resolve, not minutes/hours of rest. Fatigable ptosis is not typical; instead, MS can cause Uhthoff's phenomenon (worsening with heat) but not rapid improvement with rest like MG.

Thus most likely diagnosis is Myasthenia gravis. Answer A."
